Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,TimeStamp,Year,Month,Day,Hour,Minute,Second
4.45,4.36,4.59,2.18,0.11,3.5,1.22,0.95,2.14,-3.55,-4.43,-1.13,41.15,29.32,83.47,-54.91,-77.71,-15.42,8.17,4.15,8.46,581.9,575.6,625.9,604519,357768,697699,2021-03-20 22:50:00,2021,3,20,22,50,0
4.54,4.43,4.56,0.54,-0.17,1.76,1.36,1.05,2.38,-4.11,-4.37,-3.74,71.59,37.55,97.41,-65.51,-74.22,-56.91,8.05,7.91,8.16,600.4,585.8,603.0,766584,655897,787881,2021-03-20 22:55:00,2021,3,20,22,55,0
4.43,4.35,4.46,1.49,0.99,1.74,-0.08,-2.76,1.25,-4.04,-4.11,-2.59,348.26,12.1,357.03,-67.87,-69.8,-38.51,7.96,7.87,8.1,591.2,584.6,592.9,682400,650432,708107,2021-03-20 23:00:00,2021,3,20,23,0,0
4.37,4.35,4.42,1.48,1.27,2.52,-2.5,-2.73,-1.93,-3.28,-3.35,-2.14,304.8,297.54,316.13,-49.08,-50.53,-29.93,8.34,8.07,8.4,583.5,581.1,595.2,671425,628400,729946,2021-03-20 23:05:00,2021,3,20,23,5,0
4.39,4.3,4.43,2.29,0.88,2.98,1.03,-1.5,1.61,-3.57,-4.25,-2.61,8.04,24.09,356.37,-55.02,-78.25,-37.69,8.53,7.85,8.84,580.3,575.8,596.5,626920,595061,744333,2021-03-20 23:10:00,2021,3,20,23,10,0
4.26,4.23,4.37,2.91,2.39,3.06,-0.85,-2.74,1.97,-2.55,-2.79,-1.54,352.31,34.14,344.55,-36.16,-41.34,-21.64,8.56,8.4,8.6,575.7,574.1,577.6,616242,610783,626534,2021-03-20 23:15:00,2021,3,20,23,15,0
4.35,4.34,4.42,2.8,1.8,3.76,-1.31,-1.51,-0.68,-2.94,-3.8,-1.46,335.53,323.88,345.06,-43.1,-59.63,-19.77,8.77,8.65,9.03,575.7,572.5,582.7,649497,601078,683124,2021-03-20 23:20:00,2021,3,20,23,20,0
4.32,4.23,4.37,2.36,2.13,2.96,0.19,-0.62,2.19,-3.2,-3.55,-2.75,7.08,3.66,348.76,-47.47,-56.62,-41.07,8.57,8.05,8.75,579.5,574.2,585.5,628039,565108,668447,2021-03-20 23:25:00,2021,3,20,23,25,0
4.17,4.03,4.26,2.13,1.58,2.32,2.07,-0.27,2.47,-3.0,-3.18,-2.62,31.43,11.55,353.23,-48.66,-52.8,-38.81,8.32,8.17,9.03,582.3,579.5,586.9,672930,615542,690949,2021-03-20 23:30:00,2021,3,20,23,30,0
4.23,4.09,4.31,1.55,1.29,1.9,2.36,0.21,2.54,-3.35,-3.88,-2.68,37.8,9.39,61.2,-51.23,-71.29,-40.55,8.23,8.17,8.58,593.5,586.0,595.2,730212,673991,735085,2021-03-20 23:35:00,2021,3,20,23,35,0
4.24,4.07,4.28,2.43,2.16,2.68,1.36,-2.5,1.87,-2.9,-3.54,-1.62,11.32,1.02,314.2,-43.78,-58.58,-24.91,8.14,7.87,9.08,582.2,576.8,586.2,617799,568084,698143,2021-03-20 23:40:00,2021,3,20,23,40,0
4.19,4.02,4.21,2.7,0.9,3.53,0.04,-3.77,1.49,-1.64,-2.54,1.68,340.26,0.94,291.62,-24.17,-43.27,25.53,8.73,7.91,9.03,577.8,573.1,597.2,681344,606170,713078,2021-03-20 23:45:00,2021,3,20,23,45,0
4.2,4.15,4.21,0.59,0.21,0.76,-3.8,-4.05,-3.78,1.53,0.26,1.74,277.4,273.11,281.13,21.77,3.66,24.59,8.01,7.93,8.17,600.8,598.5,602.3,757516,707185,765804,2021-03-20 23:50:00,2021,3,20,23,50,0
4.1,4.03,4.15,2.83,1.18,3.69,-2.71,-3.9,-1.45,-0.28,-0.9,0.5,311.81,286.92,338.49,-4.16,-12.78,7.0,8.18,7.93,8.84,580.7,572.2,596.1,615681,572481,717038,2021-03-20 23:55:00,2021,3,20,23,55,0
4.1,4.04,4.14,3.23,2.99,3.61,-0.54,-1.84,0.05,-1.55,-2.48,-1.07,347.3,0.16,349.67,-23.23,-37.56,-16.23,8.88,8.67,9.37,573.9,572.5,575.6,605286,586960,673124,2021-03-21 00:00:00,2021,3,21,0,0,0
4.3,4.25,4.32,3.56,3.25,3.87,-1.04,-1.71,-0.88,-2.04,-2.54,-1.69,341.97,332.22,347.24,-28.94,-36.39,-23.02,8.83,8.69,8.88,572.8,571.3,573.6,600470,586691,614607,2021-03-21 00:05:00,2021,3,21,0,5,0
4.33,4.28,4.35,3.55,3.42,3.89,0.6,-0.79,0.76,-2.28,-2.4,-1.88,4.34,9.63,359.8,-32.33,-34.5,-25.85,8.69,8.53,9.22,572.8,571.4,574.6,593879,564342,666502,2021-03-21 00:10:00,2021,3,21,0,10,0
4.24,4.18,4.29,3.27,3.11,3.57,1.02,0.83,1.34,-2.35,-2.8,-1.8,18.03,14.5,22.98,-34.33,-40.97,-25.25,8.96,8.47,9.11,575.2,574.3,579.6,626863,587050,657123,2021-03-21 00:15:00,2021,3,21,0,15,0
4.31,4.23,4.37,3.2,2.94,3.37,1.44,0.8,2.24,-2.33,-2.65,-1.98,24.7,13.43,37.26,-33.58,-37.33,-27.6,9.07,8.87,9.26,577.9,575.7,581.2,654900,607347,672989,2021-03-21 00:20:00,2021,3,21,0,20,0
4.38,4.3,4.39,3.65,3.28,3.77,1.54,0.74,1.68,-1.71,-2.66,-1.29,19.55,12.62,24.5,-23.14,-38.37,-17.38,9.08,8.81,9.14,575.0,574.8,575.4,649136,603058,660812,2021-03-21 00:25:00,2021,3,21,0,25,0
4.36,4.29,4.41,3.63,3.49,3.8,1.37,1.33,1.99,-1.7,-2.11,-1.39,22.37,19.8,29.66,-23.39,-28.58,-19.07,8.98,8.69,9.23,576.2,574.4,576.7,649707,578932,654660,2021-03-21 00:30:00,2021,3,21,0,30,0
4.25,4.24,4.27,3.4,3.26,3.5,1.43,1.29,1.63,-2.08,-2.24,-1.94,23.1,20.52,25.73,-29.48,-31.96,-27.29,9.13,8.63,9.42,577.4,574.9,578.5,655902,581965,699454,2021-03-21 00:35:00,2021,3,21,0,35,0
4.26,4.24,4.27,3.57,3.39,3.81,1.45,0.08,1.54,-1.78,-2.08,-1.75,16.06,1.2,23.34,-25.07,-29.42,-24.27,9.01,8.81,9.12,575.5,573.0,576.7,642028,607448,680405,2021-03-21 00:40:00,2021,3,21,0,40,0
4.38,4.36,4.43,3.46,2.89,3.94,-1.45,-2.8,-0.08,-1.87,-2.04,-1.71,334.67,315.95,358.8,-25.45,-28.52,-24.03,9.27,8.95,9.62,578.2,574.0,578.8,703536,637344,771345,2021-03-21 00:45:00,2021,3,21,0,45,0
4.43,4.4,4.45,3.41,3.34,3.58,0.12,-0.77,0.3,-2.63,-2.91,-2.55,359.18,2.06,359.6,-37.11,-41.09,-35.42,9.26,9.22,9.4,578.5,575.5,578.8,705432,669214,740214,2021-03-21 00:50:00,2021,3,21,0,50,0
4.46,4.43,4.53,3.71,2.89,3.86,0.44,-0.9,2.02,-2.28,-2.73,-2.04,7.44,6.47,359.3,-31.2,-37.79,-28.57,9.63,9.0,9.78,578.3,576.7,582.2,776796,655097,795116,2021-03-21 00:55:00,2021,3,21,0,55,0
4.51,4.47,4.55,3.28,2.62,3.49,2.53,2.17,3.37,-1.38,-1.75,1.51,40.23,31.83,52.12,-17.92,-22.93,19.48,9.24,8.48,9.43,586.7,577.8,590.2,681011,601003,702296,2021-03-21 01:00:00,2021,3,21,1,0,0
4.54,4.49,4.58,1.61,1.15,2.97,3.21,2.55,3.38,2.61,2.05,2.7,59.05,40.64,70.85,36.26,27.56,36.92,8.71,7.88,8.78,596.9,591.3,600.1,725130,496823,782839,2021-03-21 01:05:00,2021,3,21,1,5,0
4.49,4.47,4.53,3.51,3.13,3.74,1.96,1.74,2.68,1.85,-1.5,2.26,31.3,25.99,39.46,24.88,-19.56,30.51,8.45,7.17,9.37,584.0,582.8,605.3,602081,446809,683678,2021-03-21 01:10:00,2021,3,21,1,10,0
4.45,4.44,4.47,3.21,2.78,3.54,1.8,1.45,2.63,-2.34,-2.95,-1.4,30.23,22.23,39.79,-32.15,-42.63,-18.82,9.22,6.89,9.68,585.8,585.4,618.1,634509,438055,787984,2021-03-21 01:15:00,2021,3,21,1,15,0
4.34,4.29,4.41,3.65,2.92,3.91,1.1,0.85,1.25,-1.95,-2.97,-1.08,16.73,12.86,22.65,-28.51,-43.19,-14.74,9.61,8.61,10.01,579.8,579.6,583.8,756470,633209,816091,2021-03-21 01:20:00,2021,3,21,1,20,0
4.33,4.3,4.33,3.87,3.78,4.06,0.92,0.71,1.44,-1.36,-1.85,-1.11,14.63,10.47,20.59,-18.31,-25.47,-15.08,9.66,9.3,9.74,580.4,576.9,580.8,775352,707213,779076,2021-03-21 01:25:00,2021,3,21,1,25,0
4.36,4.34,4.37,3.67,3.38,3.95,0.92,0.1,1.49,-1.96,-2.55,-1.66,13.01,1.57,22.46,-27.38,-35.84,-22.49,9.61,9.44,9.75,580.8,572.6,583.6,777917,654250,792659,2021-03-21 01:30:00,2021,3,21,1,30,0
4.39,4.35,4.41,3.68,3.4,4.13,-0.61,-2.24,1.37,-1.37,-2.37,-0.94,352.34,21.95,357.83,-18.18,-32.81,-12.37,9.73,9.11,9.82,580.7,574.1,582.1,784843,632261,792359,2021-03-21 01:35:00,2021,3,21,1,35,0
4.35,4.33,4.35,3.61,3.02,3.78,-2.3,-3.0,-2.12,-0.29,-0.7,-0.07,323.78,315.18,330.51,-3.84,-9.4,-0.94,9.26,6.56,9.54,587.5,581.8,621.0,744894,394614,795556,2021-03-21 01:40:00,2021,3,21,1,40,0
4.36,4.31,4.38,2.79,2.03,3.18,-3.26,-3.5,-2.66,0.28,-0.2,1.95,310.32,301.93,320.15,3.65,-2.64,26.95,7.25,6.86,8.85,601.1,587.1,618.8,452249,412090,702359,2021-03-21 01:45:00,2021,3,21,1,45,0
4.43,4.41,4.47,2.62,2.55,3.16,-3.28,-3.69,-2.52,-1.06,-2.38,0.27,311.63,304.65,317.39,-13.79,-33.2,3.45,6.73,6.63,8.27,619.6,586.5,623.8,413604,392923,540611,2021-03-21 01:50:00,2021,3,21,1,50,0
4.42,4.39,4.51,2.3,2.26,2.86,-1.58,-2.81,-1.43,-3.46,-3.61,-1.82,323.35,315.15,328.11,-51.44,-53.1,-24.51,8.29,7.37,8.53,588.8,578.6,613.3,538224,442531,576849,2021-03-21 01:55:00,2021,3,21,1,55,0
4.51,4.39,4.51,2.62,1.7,3.11,0.37,-1.26,1.03,-3.47,-3.81,-3.22,359.41,6.81,344.88,-50.7,-65.16,-45.87,8.65,7.93,9.13,585.5,578.9,596.0,624690,500454,710740,2021-03-21 02:00:00,2021,3,21,2,0,0
4.4,4.36,4.45,2.79,1.74,3.29,1.07,0.36,1.25,-3.0,-4.03,-2.7,17.66,7.64,24.21,-44.43,-65.42,-38.0,8.48,6.85,9.36,590.3,580.3,623.4,606599,471737,817943,2021-03-21 02:05:00,2021,3,21,2,5,0
4.43,4.4,4.47,2.99,2.65,3.07,1.09,0.88,1.91,-3.08,-3.16,-2.87,21.97,16.64,35.85,-44.01,-45.78,-41.36,7.05,6.72,8.9,625.1,576.0,627.3,520422,416344,592053,2021-03-21 02:10:00,2021,3,21,2,10,0
4.45,4.41,4.47,3.1,3.04,3.22,1.17,0.79,1.88,-2.87,-2.99,-2.62,23.26,13.8,31.69,-40.48,-42.42,-36.13,6.7,6.45,7.53,623.5,608.6,625.8,477900,292883,627833,2021-03-21 02:15:00,2021,3,21,2,15,0
4.45,4.43,4.5,3.23,3.14,3.38,1.83,1.63,2.07,-2.33,-2.72,-2.22,29.66,25.74,32.72,-31.77,-37.19,-30.16,6.56,5.85,6.95,621.9,608.2,626.2,444771,139169,502584,2021-03-21 02:20:00,2021,3,21,2,20,0
4.48,4.38,4.55,3.58,3.17,3.65,1.46,1.31,2.24,-2.21,-2.36,-1.85,24.35,19.84,35.19,-29.71,-31.29,-25.32,6.4,5.99,6.71,607.7,604.9,623.6,347640,133558,443171,2021-03-21 02:25:00,2021,3,21,2,25,0
4.22,4.04,4.44,3.61,2.94,3.76,1.69,0.69,2.51,-1.61,-1.8,-1.33,24.7,10.39,40.52,-21.41,-24.37,-19.16,6.42,5.69,6.91,604.8,603.4,620.2,267098,109067,459160,2021-03-21 02:30:00,2021,3,21,2,30,0
3.47,3.11,3.6,3.35,2.86,3.47,0.49,0.43,0.68,-0.98,-1.08,-0.62,8.89,7.44,11.4,-16.39,-19.54,-10.35,6.09,5.91,7.49,606.1,604.2,623.7,117271,115007,454175,2021-03-21 02:35:00,2021,3,21,2,35,0
3.23,3.02,3.47,3.13,2.95,3.4,0.43,0.39,0.51,-0.48,-0.61,-0.44,7.79,7.19,9.3,-8.41,-10.83,-8.05,6.19,5.99,7.47,605.8,605.0,615.9,117176,112328,409708,2021-03-21 02:40:00,2021,3,21,2,40,0
3.21,2.87,3.42,3.17,2.85,3.39,0.44,0.33,0.46,0.0,-0.27,0.09,7.43,6.58,7.96,0.05,-4.82,1.51,6.07,6.01,8.32,605.0,588.1,606.3,113750,112690,500955,2021-03-21 02:45:00,2021,3,21,2,45,0
3.65,3.53,3.72,3.63,3.51,3.69,0.24,0.2,0.31,0.41,0.21,0.72,3.91,3.13,5.06,6.32,3.38,11.25,6.12,5.9,8.3,601.6,579.9,603.0,110779,108780,476062,2021-03-21 02:50:00,2021,3,21,2,50,0
4.15,3.97,4.25,3.88,2.55,3.96,0.34,-1.86,0.39,1.14,0.77,3.09,351.33,4.99,333.72,16.1,11.23,47.39,7.37,6.9,7.77,598.0,588.3,614.9,440270,289896,550199,2021-03-21 02:55:00,2021,3,21,2,55,0
4.22,4.16,4.3,3.77,3.27,4.14,-0.01,-0.83,0.91,1.31,0.49,2.51,358.5,1.9,359.89,18.28,6.66,36.71,7.18,5.69,9.19,603.7,581.1,624.6,564838,106814,610231,2021-03-21 03:00:00,2021,3,21,3,0,0
4.21,4.19,4.22,3.97,3.87,4.08,-0.67,-0.85,-0.45,1.17,0.79,1.34,350.81,347.56,353.69,16.17,10.84,18.72,8.09,7.75,9.35,592.3,578.3,593.2,667394,534255,765536,2021-03-21 03:05:00,2021,3,21,3,5,0
4.2,4.16,4.23,3.75,3.42,4.02,-0.82,-1.34,-0.58,1.48,0.95,2.16,346.16,338.69,351.85,21.14,13.2,30.88,7.51,6.35,8.79,590.1,574.0,608.3,396425,297670,563604,2021-03-21 03:10:00,2021,3,21,3,10,0
4.23,4.22,4.26,3.69,3.56,3.99,-1.28,-1.55,-0.41,1.5,1.12,1.83,342.33,337.24,354.07,20.7,15.63,25.84,5.93,5.53,9.75,601.2,584.9,602.1,132294,108606,948252,2021-03-21 03:15:00,2021,3,21,3,15,0
4.18,4.15,4.23,3.37,3.11,3.74,-1.72,-1.99,-0.84,1.86,1.59,1.99,335.57,327.33,347.35,26.66,22.5,28.45,5.56,5.37,5.81,602.8,599.7,603.0,108491,105618,116316,2021-03-21 03:20:00,2021,3,21,3,20,0
4.16,4.13,4.31,2.72,2.06,3.99,-2.38,-3.09,-0.15,1.94,0.8,2.23,329.4,303.69,357.9,28.18,11.28,31.65,7.2,6.13,8.57,604.7,579.4,621.8,426667,256005,549170,2021-03-21 03:25:00,2021,3,21,3,25,0
4.06,4.05,4.19,3.34,3.1,3.76,-1.53,-2.01,-1.14,1.62,1.17,1.77,335.4,328.55,342.86,24.27,16.63,25.91,5.52,5.5,5.65,601.5,601.4,604.4,109058,105882,113223,2021-03-21 03:30:00,2021,3,21,3,30,0
4.12,4.09,4.23,3.9,3.45,3.97,-0.68,-1.7,-0.29,1.11,0.83,1.66,348.09,333.75,355.69,15.85,11.62,23.32,8.78,8.49,8.92,561.5,559.9,579.0,434131,360471,437054,2021-03-21 03:35:00,2021,3,21,3,35,0
4.17,4.1,4.2,3.58,3.39,3.86,-1.18,-1.76,-0.87,1.4,1.28,1.62,340.63,332.55,347.05,20.39,17.87,22.95,8.9,7.39,9.09,561.9,560.3,581.4,434515,273622,438495,2021-03-21 03:40:00,2021,3,21,3,40,0
4.29,4.15,4.33,3.05,2.75,3.29,-2.4,-2.97,-1.99,1.56,1.52,1.68,320.9,312.8,328.34,21.2,20.52,23.9,7.47,5.6,8.82,592.8,563.8,603.3,274858,104433,435415,2021-03-21 03:45:00,2021,3,21,3,45,0
4.31,4.28,4.38,3.2,3.07,3.64,-2.37,-2.53,-1.7,1.56,1.52,1.76,324.93,320.54,334.94,21.26,20.92,23.86,8.64,5.85,9.05,566.4,562.7,599.9,428753,109914,449537,2021-03-21 03:50:00,2021,3,21,3,50,0
4.31,4.25,4.33,3.53,2.67,3.67,-1.84,-2.92,-1.69,1.57,1.27,1.68,328.14,312.42,335.23,21.39,17.49,23.04,9.11,7.32,9.2,562.3,561.7,604.0,436723,273210,442071,2021-03-21 03:55:00,2021,3,21,3,55,0
4.31,4.22,4.33,2.59,1.57,3.4,-2.96,-3.5,-1.76,1.74,1.41,1.94,311.87,294.18,332.67,24.48,19.04,26.87,8.08,6.48,9.19,584.6,571.2,626.3,426038,279277,659350,2021-03-21 04:00:00,2021,3,21,4,0,0
4.24,4.21,4.28,2.33,1.73,3.26,-2.77,-3.08,-2.03,2.24,1.68,2.39,309.73,299.41,328.08,32.62,23.63,34.07,7.71,5.86,8.82,609.4,593.3,622.4,370148,106630,561899,2021-03-21 04:05:00,2021,3,21,4,5,0
4.2,4.18,4.27,2.95,2.83,3.13,-2.3,-2.52,-1.43,1.93,1.11,2.75,325.78,321.19,333.13,27.59,15.44,40.94,6.03,5.86,8.21,601.4,585.1,602.6,108462,105064,472739,2021-03-21 04:10:00,2021,3,21,4,10,0
4.27,4.23,4.32,3.04,2.88,3.1,-2.15,-2.6,-2.01,2.01,1.62,2.22,323.2,319.44,326.81,28.11,22.01,31.99,9.05,5.89,9.26,564.4,563.7,602.3,437879,103564,446220,2021-03-21 04:15:00,2021,3,21,4,15,0
4.26,4.24,4.29,3.05,3.0,3.09,-1.74,-1.93,-1.69,2.39,2.28,2.43,329.54,327.16,331.02,33.83,32.59,34.74,8.93,5.93,9.21,565.9,564.2,601.5,437675,106071,445539,2021-03-21 04:20:00,2021,3,21,4,20,0
4.27,4.26,4.3,3.06,2.81,3.15,-1.73,-2.23,-1.57,2.35,2.3,2.43,329.06,321.59,333.53,33.26,32.72,34.85,9.19,7.64,9.37,564.7,563.3,583.1,439184,272118,447273,2021-03-21 04:25:00,2021,3,21,4,25,0
4.29,4.27,4.34,3.56,2.93,3.73,-1.45,-2.16,-0.78,2.03,1.66,2.24,336.7,323.65,347.82,28.15,22.44,31.62,9.33,6.08,9.45,562.8,561.4,601.1,436339,106688,438980,2021-03-21 04:30:00,2021,3,21,4,30,0
4.31,4.25,4.33,3.49,3.17,3.66,-1.44,-1.61,-1.27,2.15,1.65,2.46,337.34,335.54,339.96,30.07,22.47,35.17,9.24,8.98,9.32,562.0,561.5,564.0,436557,433571,442842,2021-03-21 04:35:00,2021,3,21,4,35,0
4.33,4.28,4.36,3.4,3.36,3.55,-1.53,-1.8,-1.52,2.15,1.83,2.25,334.76,332.15,335.91,30.24,24.87,31.29,9.44,9.24,9.5,561.8,561.2,562.4,440500,435262,444724,2021-03-21 04:40:00,2021,3,21,4,40,0
4.32,4.27,4.35,3.8,3.68,3.92,-0.26,-1.31,0.16,1.88,1.7,1.98,353.47,2.47,359.96,25.81,23.41,27.72,9.42,9.29,9.72,560.6,560.3,561.1,437260,435768,442018,2021-03-21 04:45:00,2021,3,21,4,45,0
4.24,4.19,4.3,3.55,3.3,3.78,-1.34,-1.94,-0.06,1.9,1.76,1.94,341.54,329.51,359.02,26.65,24.71,27.54,9.34,8.58,9.47,561.6,560.2,565.1,440253,435544,446599,2021-03-21 04:50:00,2021,3,21,4,50,0
4.28,4.24,4.35,3.33,2.9,3.46,-1.66,-2.62,-1.33,1.89,1.78,2.2,330.66,317.86,338.32,25.94,24.87,31.47,8.9,6.1,9.45,565.2,561.0,599.7,440911,103503,442984,2021-03-21 04:55:00,2021,3,21,4,55,0
4.34,4.25,4.36,3.78,3.72,4.04,-0.22,-1.06,0.54,1.88,1.45,1.99,355.65,7.88,357.57,25.88,19.81,27.84,9.3,9.1,9.48,561.1,561.0,561.3,438174,436094,441789,2021-03-21 05:00:00,2021,3,21,5,0,0
4.3,4.28,4.33,3.91,3.79,3.97,0.63,0.41,0.93,1.61,1.59,1.84,9.9,5.9,13.73,21.92,21.81,25.56,9.25,9.1,9.27,561.8,560.3,562.0,441282,438063,446814,2021-03-21 05:05:00,2021,3,21,5,5,0
4.34,4.32,4.34,3.7,3.48,3.9,0.64,-0.08,1.31,2.07,1.74,2.57,8.73,1.48,358.73,28.48,23.98,36.41,9.23,8.72,9.43,562.3,561.6,564.0,444543,441697,446538,2021-03-21 05:10:00,2021,3,21,5,10,0
4.25,4.14,4.26,3.57,3.46,4.01,1.34,0.17,1.78,1.44,0.73,2.19,17.7,2.46,26.44,19.77,10.3,31.29,9.14,8.21,9.44,563.5,562.6,566.6,446893,410377,452204,2021-03-21 05:15:00,2021,3,21,5,15,0
4.18,4.13,4.21,3.97,3.89,4.07,-0.84,-1.14,0.76,0.75,0.51,0.98,352.74,10.63,354.83,10.38,7.1,13.62,7.75,7.62,7.96,562.0,559.4,563.7,502649,480804,546018,2021-03-21 05:20:00,2021,3,21,5,20,0
4.25,4.24,4.3,3.91,3.1,4.14,-0.4,-1.27,0.53,1.51,0.71,2.59,353.55,7.27,356.01,20.91,9.63,37.67,7.79,7.5,8.28,563.6,559.0,581.6,479799,464360,597173,2021-03-21 05:25:00,2021,3,21,5,25,0
4.39,4.24,4.42,3.98,3.78,4.11,-0.77,-1.46,0.31,1.34,0.98,1.81,348.82,4.61,350.55,18.25,12.98,25.49,7.52,7.36,7.75,566.2,561.8,566.4,484210,453995,532986,2021-03-21 05:30:00,2021,3,21,5,30,0
4.42,4.38,4.49,4.02,3.78,4.02,-1.6,-1.95,-1.18,1.18,0.97,1.2,337.45,332.71,343.66,15.21,12.76,15.99,7.79,7.63,8.04,564.4,562.2,566.2,521983,489064,564524,2021-03-21 05:35:00,2021,3,21,5,35,0
4.58,4.53,4.6,4.07,4.0,4.12,-1.72,-1.93,-1.56,1.09,0.8,1.28,336.74,334.59,338.96,13.72,10.07,16.44,7.81,7.75,8.14,561.4,560.6,566.2,525060,480031,568851,2021-03-21 05:40:00,2021,3,21,5,40,0
4.66,4.61,4.67,3.96,3.71,4.16,-2.09,-2.37,-1.67,1.24,1.23,1.54,331.77,327.5,338.16,15.45,15.31,19.31,7.93,7.77,8.3,562.8,561.5,564.5,524876,492720,580069,2021-03-21 05:45:00,2021,3,21,5,45,0
4.44,4.28,4.49,2.81,2.52,2.83,-3.17,-3.43,-2.97,1.35,1.19,1.48,311.03,306.31,313.63,17.55,16.21,19.3,7.9,7.38,8.3,568.8,566.5,571.7,475256,419074,505793,2021-03-21 05:50:00,2021,3,21,5,50,0
4.39,4.37,4.57,3.13,2.94,3.7,-2.88,-3.04,-1.75,1.24,1.01,1.7,321.01,314.04,334.67,16.35,13.33,22.59,8.05,7.88,8.15,567.4,564.0,568.8,465422,442630,534274,2021-03-21 05:55:00,2021,3,21,5,55,0
4.59,4.54,4.64,3.79,3.64,3.88,-0.96,-1.07,-0.74,2.45,2.24,2.64,346.52,344.28,348.6,32.47,29.67,35.43,7.71,7.64,8.04,569.4,566.4,571.0,525078,510324,564028,2021-03-21 06:00:00,2021,3,21,6,0,0
4.61,4.55,4.71,3.78,3.71,3.79,-1.43,-1.54,-1.05,2.28,2.2,2.34,339.93,337.46,344.45,29.88,28.47,30.12,7.96,7.8,8.16,564.3,563.0,565.4,548375,504227,549489,2021-03-21 06:05:00,2021,3,21,6,5,0
4.68,4.66,4.74,3.92,3.83,3.95,-1.42,-1.5,-1.36,2.23,1.95,2.26,339.83,339.03,340.59,28.15,24.72,28.93,7.79,7.63,7.86,564.8,564.1,567.3,512032,503862,537458,2021-03-21 06:10:00,2021,3,21,6,10,0
4.25,4.03,4.58,3.6,2.67,3.87,-1.09,-1.79,0.19,2.34,0.85,3.18,346.26,4.16,352.6,30.71,11.26,49.87,7.81,7.52,8.22,567.2,560.1,572.5,453280,435391,478919,2021-03-21 06:15:00,2021,3,21,6,15,0
4.13,3.86,4.24,3.36,2.81,3.49,-1.43,-1.75,-1.17,1.73,1.11,2.75,334.99,328.86,341.5,24.47,16.78,40.54,7.54,7.24,7.82,562.7,558.7,567.2,457626,386778,475475,2021-03-21 06:20:00,2021,3,21,6,20,0
4.0,3.89,4.59,3.81,3.72,4.23,-1.25,-1.7,-0.83,0.44,0.08,0.59,342.65,338.12,347.63,6.39,1.15,8.86,7.09,6.98,7.81,556.9,554.8,559.7,380029,359366,500143,2021-03-21 06:25:00,2021,3,21,6,25,0
4.61,4.42,4.74,4.24,4.11,4.38,-1.71,-1.83,-1.43,0.62,0.53,0.83,338.56,336.31,340.84,7.8,6.56,10.45,7.53,7.4,7.87,560.4,559.9,561.2,474754,461196,492262,2021-03-21 06:30:00,2021,3,21,6,30,0
4.2,4.04,4.45,3.83,3.73,4.14,-1.33,-1.46,-0.42,0.95,0.68,1.43,344.61,339.1,353.83,13.08,9.81,20.21,7.25,6.84,7.54,561.7,555.9,563.4,444833,422728,502148,2021-03-21 06:35:00,2021,3,21,6,35,0
4.05,3.96,4.31,3.69,3.56,3.93,-1.62,-1.67,-1.33,0.81,0.63,0.96,337.37,334.87,340.37,11.52,8.38,13.77,6.95,6.76,7.26,558.6,555.7,559.2,393856,385447,459099,2021-03-21 06:40:00,2021,3,21,6,40,0
4.49,4.41,4.53,4.03,3.97,4.07,-1.8,-2.03,-1.66,0.57,0.46,0.74,335.26,332.89,337.7,7.24,5.95,9.64,7.47,7.03,7.73,562.8,557.8,563.1,482999,468561,497901,2021-03-21 06:45:00,2021,3,21,6,45,0
4.38,3.89,4.46,4.17,3.56,4.28,-0.85,-1.81,0.99,0.61,0.39,1.17,352.11,15.48,358.02,7.85,5.15,17.55,7.13,7.02,7.31,555.4,552.8,562.8,465986,354828,475900,2021-03-21 06:50:00,2021,3,21,6,50,0
3.99,3.84,4.13,3.2,2.87,3.5,1.66,1.5,2.13,1.53,0.51,1.88,28.69,25.02,36.53,23.38,7.53,27.62,7.34,7.05,7.38,560.3,556.4,566.5,370973,326852,389987,2021-03-21 06:55:00,2021,3,21,6,55,0
4.0,3.7,4.32,3.43,0.52,3.71,1.82,0.99,3.55,0.09,-1.63,0.66,35.67,20.63,81.73,1.39,-33.16,9.41,7.24,7.15,8.34,559.3,554.2,591.5,405725,360238,467750,2021-03-21 07:00:00,2021,3,21,7,0,0
3.77,3.33,4.07,-1.95,-3.26,0.28,1.54,1.0,3.26,1.92,0.36,2.71,132.8,85.02,162.21,29.36,6.28,47.53,8.01,6.64,8.85,607.9,592.4,624.7,379066,111306,436366,2021-03-21 07:05:00,2021,3,21,7,5,0
4.02,3.98,4.16,-2.46,-2.94,-1.48,1.77,1.3,2.43,2.62,2.34,2.86,140.74,121.42,154.35,41.1,34.46,45.21,6.6,6.39,6.66,617.3,613.5,619.7,99911,93609,105703,2021-03-21 07:10:00,2021,3,21,7,10,0
4.23,3.92,4.27,-1.39,-1.81,-1.15,2.84,2.68,3.03,2.71,2.1,2.94,116.46,110.8,122.43,39.73,31.98,43.94,6.5,6.43,6.69,613.2,610.8,614.5,91059,90138,93940,2021-03-21 07:15:00,2021,3,21,7,15,0
